COMMENT,Currency,Time_Span,Measure_Type,INPUT,CNTRCT_DRVTS,BNK_OR_TRAD,Area_Operation,DMID,TIME_PERIOD
N_A,INR,N_A,NPOUT,N_A,N_A,BK_B,GL_OP,S1702,2019-Q2
N_A,INR,N_A,CREEQ,N_A,N_A,N_A,GL_OP,S1703,2019-Q2
N_A,INR,N_A,CREEQ,N_A,N_A,TR_B,GL_OP,S1704,2019-Q2
N_A,INR,N_A,CREEQ,N_A,N_A,BK_B,GL_OP,S1705,2019-Q2
N_A,INR,N_A,NPTDM,N_A,N_A,N_A,GL_OP,S1706,2019-Q2
N_A,INR,N_A,NPOUT,N_A,N_A,N_A,GL_OP,S1707,2019-Q2
N_A,INR,N_A,NPTDM,N_A,N_A,TR_B,GL_OP,S1708,2019-Q2
N_A,INR,N_A,NPOUT,N_A,N_A,TR_B,GL_OP,S1709,2019-Q2
N_A,INR,N_A,NPTDM,N_A,N_A,BK_B,GL_OP,S1710,2019-Q2
N_A,INR,N_A,NPOUT,N_A,N_A,BK_B,GL_OP,S1711,2019-Q2
N_A,INR,N_A,CREEQ,N_A,N_A,N_A,GL_OP,S1712,2019-Q2
N_A,INR,N_A,CREEQ,N_A,N_A,TR_B,GL_OP,S1713,2019-Q2
N_A,INR,N_A,CREEQ,N_A,N_A,BK_B,GL_OP,S1714,2019-Q2
N_A,INR,N_A,NPTDM,N_A,N_A,N_A,GL_OP,S1715,2019-Q2
N_A,INR,N_A,NPOUT,N_A,N_A,N_A,GL_OP,S1716,2019-Q2
N_A,INR,N_A,NPTDM,N_A,N_A,TR_B,GL_OP,S1717,2019-Q2
N_A,INR,N_A,NPOUT,N_A,N_A,TR_B,GL_OP,S1718,2019-Q2
N_A,INR,N_A,NPTDM,N_A,N_A,BK_B,GL_OP,S1719,2019-Q2
N_A,INR,N_A,NPOUT,N_A,N_A,BK_B,GL_OP,S1720,2019-Q2
N_A,INR,N_A,CREEQ,N_A,N_A,N_A,GL_OP,S1721,2019-Q2
N_A,INR,N_A,CREEQ,N_A,N_A,TR_B,GL_OP,S1722,2019-Q2
N_A,INR,N_A,CREEQ,N_A,N_A,BK_B,GL_OP,S1723,2019-Q2
N_A,INR,N_A,NPTDM,N_A,N_A,N_A,GL_OP,S1724,2019-Q2
N_A,INR,N_A,NPOUT,N_A,N_A,N_A,GL_OP,S1725,2019-Q2
N_A,INR,N_A,NPTDM,N_A,N_A,TR_B,GL_OP,S1726,2019-Q2
N_A,INR,N_A,NPOUT,N_A,N_A,TR_B,GL_OP,S1727,2019-Q2
N_A,INR,N_A,NPTDM,N_A,N_A,BK_B,GL_OP,S1728,2019-Q2
N_A,INR,N_A,NPOUT,N_A,N_A,BK_B,GL_OP,S1729,2019-Q2
N_A,INR,N_A,CREEQ,N_A,N_A,N_A,GL_OP,S1730,2019-Q2
N_A,INR,N_A,CREEQ,N_A,N_A,TR_B,GL_OP,S1731,2019-Q2
N_A,INR,N_A,CREEQ,N_A,N_A,BK_B,GL_OP,S1732,2019-Q2
N_A,INR,N_A,NPTDM,N_A,N_A,N_A,GL_OP,S1742,2019-Q2
N_A,INR,N_A,NPOUT,N_A,N_A,N_A,GL_OP,S1743,2019-Q2
N_A,INR,N_A,NPTDM,N_A,N_A,TR_B,GL_OP,S1744,2019-Q2
N_A,INR,N_A,NPOUT,N_A,N_A,TR_B,GL_OP,S1745,2019-Q2
N_A,INR,N_A,NPTDM,N_A,N_A,BK_B,GL_OP,S1746,2019-Q2
N_A,INR,N_A,NPOUT,N_A,N_A,BK_B,GL_OP,S1747,2019-Q2
N_A,INR,N_A,CREEQ,N_A,N_A,N_A,GL_OP,S1748,2019-Q2
N_A,INR,N_A,CREEQ,N_A,N_A,TR_B,GL_OP,S1749,2019-Q2
N_A,INR,N_A,CREEQ,N_A,N_A,BK_B,GL_OP,S1750,2019-Q2
N_A,INR,N_A,NPTDM,N_A,N_A,N_A,GL_OP,S1751,2019-Q2
N_A,INR,N_A,NPOUT,N_A,N_A,N_A,GL_OP,S1752,2019-Q2
N_A,INR,N_A,NPTDM,N_A,N_A,TR_B,GL_OP,S1753,2019-Q2
N_A,INR,N_A,NPOUT,N_A,N_A,TR_B,GL_OP,S1754,2019-Q2
N_A,INR,N_A,NPTDM,N_A,N_A,BK_B,GL_OP,S1755,2019-Q2
N_A,INR,N_A,NPOUT,N_A,N_A,BK_B,GL_OP,S1756,2019-Q2
N_A,INR,N_A,CREEQ,N_A,N_A,N_A,GL_OP,S1757,2019-Q2
N_A,INR,N_A,CREEQ,N_A,N_A,TR_B,GL_OP,S1758,2019-Q2
N_A,INR,N_A,CREEQ,N_A,N_A,BK_B,GL_OP,S1759,2019-Q2
