Agency,EntryPoint,Query,ResponseCode
ISTAT,http://sdmx.istat.it/WS_CENSPOP/rest,"/data/IT1,POPINFM1,1.0/all/all",500
ISTAT,http://sdmx.istat.it/WS_CENSPOP/rest,"/availableconstraint/IT1,POPINFM1,1.0/all/all/all",404
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/dataflow/all/all/latest,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/datastructure/all/all/latest,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/metadatastructure/all/all/latest,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/metadataflow/all/all/latest,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/provisionagreement/all/all/latest,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/structureset/all/all/latest,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/process/all/all/latest,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/categorisation/all/all/latest,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/contentconstraint/all/all/latest,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/actualconstraint/all/all/latest,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/allowedconstraint/all/all/latest,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/attachmentconstraint/all/all/latest,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/structure/all/all/latest,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/conceptscheme/all/all/latest,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/codelist/all/all/latest,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/categoryscheme/all/all/latest,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/hierarchicalcodelist/all/all/latest,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/organisationscheme/all/all/latest,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/agencyscheme/all/all/latest,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/dataproviderscheme/all/all/latest,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/dataconsumerscheme/all/all/latest,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/organisationunitscheme/all/all/latest,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/transformationscheme/all/all/latest,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/rulesetscheme/all/all/latest,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/userdefinedoperatorscheme/all/all/latest,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/customtypescheme/all/all/latest,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/namepersonalisationscheme/all/all/latest,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/namealiasscheme/all/all/latest,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/conceptscheme/all/all/latest/all,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/codelist/all/all/latest/all,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/categoryscheme/all/all/latest/all,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/hierarchicalcodelist/all/all/latest/all,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/organisationscheme/all/all/latest/all,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/agencyscheme/all/all/latest/all,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/dataproviderscheme/all/all/latest/all,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/dataconsumerscheme/all/all/latest/all,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/organisationunitscheme/all/all/latest/all,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/transformationscheme/all/all/latest/all,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/rulesetscheme/all/all/latest/all,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/userdefinedoperatorscheme/all/all/latest/all,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/customtypescheme/all/all/latest/all,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/namepersonalisationscheme/all/all/latest/all,501
OECD:,http://stats.oecd.org/restsdmx/sdmx.ashx,/namealiasscheme/all/all/latest/all,501
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/dataflow/all/all/latest,200
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/datastructure/all/all/latest,200
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/metadatastructure/all/all/latest,200
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/metadataflow/all/all/latest,404
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/provisionagreement/all/all/latest,200
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/structureset/all/all/latest,200
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/process/all/all/latest,404
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/categorisation/all/all/latest,404
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/contentconstraint/all/all/latest,200
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/actualconstraint/all/all/latest,404
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/allowedconstraint/all/all/latest,200
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/attachmentconstraint/all/all/latest,404
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/structure/all/all/latest,200
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/conceptscheme/all/all/latest,200
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/codelist/all/all/latest,200
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/categoryscheme/all/all/latest,200
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/hierarchicalcodelist/all/all/latest,200
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/organisationscheme/all/all/latest,200
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/agencyscheme/all/all/latest,200
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/dataproviderscheme/all/all/latest,200
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/dataconsumerscheme/all/all/latest,404
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/organisationunitscheme/all/all/latest,404
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/transformationscheme/all/all/latest,500
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/rulesetscheme/all/all/latest,500
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/userdefinedoperatorscheme/all/all/latest,500
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/customtypescheme/all/all/latest,500
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/namepersonalisationscheme/all/all/latest,500
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/namealiasscheme/all/all/latest,500
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/conceptscheme/all/all/latest/all,200
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/codelist/all/all/latest/all,200
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/categoryscheme/all/all/latest/all,200
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/hierarchicalcodelist/all/all/latest/all,200
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/organisationscheme/all/all/latest/all,400
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/agencyscheme/all/all/latest/all,200
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/dataproviderscheme/all/all/latest/all,200
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/dataconsumerscheme/all/all/latest/all,404
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/organisationunitscheme/all/all/latest/all,404
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/transformationscheme/all/all/latest/all,500
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/rulesetscheme/all/all/latest/all,500
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/userdefinedoperatorscheme/all/all/latest/all,500
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/customtypescheme/all/all/latest/all,500
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/namepersonalisationscheme/all/all/latest/all,500
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,/namealiasscheme/all/all/latest/all,500
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,"/data/UNICEF_DRAFT,CME_SUBNAT_NPL_DRAFT,1.0/all/all",200
UNICEF,https://sdmx.data.unicef.org/ws/public/sdmxapi/rest,"/availableconstraint/UNICEF_DRAFT,CME_SUBNAT_NPL_DRAFT,1.0/all/all/all",200
UNSD:,http://data.un.org/ws/rest,/dataflow/all/all/latest,200
UNSD:,http://data.un.org/ws/rest,/datastructure/all/all/latest,200
UNSD:,http://data.un.org/ws/rest,/metadatastructure/all/all/latest,404
UNSD:,http://data.un.org/ws/rest,/metadataflow/all/all/latest,404
UNSD:,http://data.un.org/ws/rest,/provisionagreement/all/all/latest,404
UNSD:,http://data.un.org/ws/rest,/structureset/all/all/latest,404
UNSD:,http://data.un.org/ws/rest,/process/all/all/latest,501
UNSD:,http://data.un.org/ws/rest,/categorisation/all/all/latest,200
UNSD:,http://data.un.org/ws/rest,/contentconstraint/all/all/latest,404
UNSD:,http://data.un.org/ws/rest,/actualconstraint/all/all/latest,404
UNSD:,http://data.un.org/ws/rest,/allowedconstraint/all/all/latest,404
UNSD:,http://data.un.org/ws/rest,/attachmentconstraint/all/all/latest,501
UNSD:,http://data.un.org/ws/rest,/structure/all/all/latest,501
UNSD:,http://data.un.org/ws/rest,/conceptscheme/all/all/latest,200
UNSD:,http://data.un.org/ws/rest,/codelist/all/all/latest,200
UNSD:,http://data.un.org/ws/rest,/categoryscheme/all/all/latest,200
UNSD:,http://data.un.org/ws/rest,/hierarchicalcodelist/all/all/latest,404
UNSD:,http://data.un.org/ws/rest,/organisationscheme/all/all/latest,400
UNSD:,http://data.un.org/ws/rest,/agencyscheme/all/all/latest,200
UNSD:,http://data.un.org/ws/rest,/dataproviderscheme/all/all/latest,404
UNSD:,http://data.un.org/ws/rest,/dataconsumerscheme/all/all/latest,404
UNSD:,http://data.un.org/ws/rest,/organisationunitscheme/all/all/latest,404
UNSD:,http://data.un.org/ws/rest,/transformationscheme/all/all/latest,404
UNSD:,http://data.un.org/ws/rest,/rulesetscheme/all/all/latest,404
UNSD:,http://data.un.org/ws/rest,/userdefinedoperatorscheme/all/all/latest,404
UNSD:,http://data.un.org/ws/rest,/customtypescheme/all/all/latest,404
UNSD:,http://data.un.org/ws/rest,/namepersonalisationscheme/all/all/latest,404
UNSD:,http://data.un.org/ws/rest,/namealiasscheme/all/all/latest,404
UNSD:,http://data.un.org/ws/rest,/conceptscheme/all/all/latest/all,404
UNSD:,http://data.un.org/ws/rest,/codelist/all/all/latest/all,404
UNSD:,http://data.un.org/ws/rest,/categoryscheme/all/all/latest/all,404
UNSD:,http://data.un.org/ws/rest,/hierarchicalcodelist/all/all/latest/all,404
UNSD:,http://data.un.org/ws/rest,/organisationscheme/all/all/latest/all,404
UNSD:,http://data.un.org/ws/rest,/agencyscheme/all/all/latest/all,404
UNSD:,http://data.un.org/ws/rest,/dataproviderscheme/all/all/latest/all,404
UNSD:,http://data.un.org/ws/rest,/dataconsumerscheme/all/all/latest/all,404
UNSD:,http://data.un.org/ws/rest,/organisationunitscheme/all/all/latest/all,404
UNSD:,http://data.un.org/ws/rest,/transformationscheme/all/all/latest/all,404
UNSD:,http://data.un.org/ws/rest,/rulesetscheme/all/all/latest/all,404
UNSD:,http://data.un.org/ws/rest,/userdefinedoperatorscheme/all/all/latest/all,404
UNSD:,http://data.un.org/ws/rest,/customtypescheme/all/all/latest/all,404
UNSD:,http://data.un.org/ws/rest,/namepersonalisationscheme/all/all/latest/all,404
UNSD:,http://data.un.org/ws/rest,/namealiasscheme/all/all/latest/all,404
UNSD:,http://data.un.org/ws/rest,"/data/IAEG-SDGs,DF_SDG_GLH,1.15/all/all",200
UNSD:,http://data.un.org/ws/rest,"/availableconstraint/IAEG-SDGs,DF_SDG_GLH,1.15/all/all/all",200
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/dataflow/all/all/latest,200
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/datastructure/all/all/latest,200
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/metadatastructure/all/all/latest,501
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/metadataflow/all/all/latest,501
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/provisionagreement/all/all/latest,501
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/structureset/all/all/latest,501
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/process/all/all/latest,501
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/categorisation/all/all/latest,200
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/contentconstraint/all/all/latest,501
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/actualconstraint/all/all/latest,400
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/allowedconstraint/all/all/latest,400
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/attachmentconstraint/all/all/latest,501
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/structure/all/all/latest,501
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/conceptscheme/all/all/latest,200
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/codelist/all/all/latest,200
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/categoryscheme/all/all/latest,200
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/hierarchicalcodelist/all/all/latest,404
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/organisationscheme/all/all/latest,400
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/agencyscheme/all/all/latest,501
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/dataproviderscheme/all/all/latest,501
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/dataconsumerscheme/all/all/latest,501
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/organisationunitscheme/all/all/latest,501
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/transformationscheme/all/all/latest,400
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/rulesetscheme/all/all/latest,400
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/userdefinedoperatorscheme/all/all/latest,400
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/customtypescheme/all/all/latest,400
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/namepersonalisationscheme/all/all/latest,400
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/namealiasscheme/all/all/latest,400
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/conceptscheme/all/all/latest/all,404
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/codelist/all/all/latest/all,404
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/categoryscheme/all/all/latest/all,404
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/hierarchicalcodelist/all/all/latest/all,404
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/organisationscheme/all/all/latest/all,404
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/agencyscheme/all/all/latest/all,404
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/dataproviderscheme/all/all/latest/all,404
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/dataconsumerscheme/all/all/latest/all,404
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/organisationunitscheme/all/all/latest/all,404
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/transformationscheme/all/all/latest/all,404
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/rulesetscheme/all/all/latest/all,404
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/userdefinedoperatorscheme/all/all/latest/all,404
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/customtypescheme/all/all/latest/all,404
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/namepersonalisationscheme/all/all/latest/all,404
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,/namealiasscheme/all/all/latest/all,404
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,"/data/WBG_WITS,DF_WITS_TradeStats_Trade,1.0/all/all",413
WITS,http://wits.worldbank.org/API/V1/SDMX/V21/rest,"/availableconstraint/WBG_WITS,DF_WITS_TradeStats_Trade,1.0/all/all/all",404
