DATAFLOW,FREQ,DER_TYPE,DER_INSTR,DER_RISK,DER_REP_CTY,DER_SECTOR_CPY,DER_CPC,DER_SECTOR_UDL,DER_CURR_LEG1,DER_CURR_LEG2,DER_ISSUE_MAT,DER_RATING,DER_EX_METHOD,DER_BASIS,TIME_PERIOD,AVAILABILITY,COLLECTION,OBS_STATUS,OBS_CONF,OBS_VALUE
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,MXN,USD,A,A,3,C,2008,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,MXN,USD,A,A,3,C,2009,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,MXN,USD,A,A,3,C,2010,K,S,A,F,3315.575
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,MXN,USD,A,A,3,C,2011,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,MXN,USD,A,A,3,C,2012,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,MXN,USD,A,A,3,C,2013,K,S,A,F,51891.546005
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,MXN,USD,A,A,3,C,2014,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,MXN,USD,A,A,3,C,2015,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,MXN,USD,A,A,3,C,2016,K,S,A,F,29753.44294
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,MXN,USD,A,A,3,C,2017,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,MXN,USD,A,A,3,C,2018,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,MXN,USD,A,A,3,C,2019,K,S,A,F,47111.165399
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,EUR,A,A,3,C,2001,K,S,A,F,395.888882
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,EUR,A,A,3,C,2002,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,EUR,A,A,3,C,2003,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,EUR,A,A,3,C,2004,K,S,A,F,767.130388
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,EUR,A,A,3,C,2005,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,EUR,A,A,3,C,2006,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,EUR,A,A,3,C,2007,K,S,A,F,1633.694438
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,EUR,A,A,3,C,2008,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,EUR,A,A,3,C,2009,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,EUR,A,A,3,C,2010,K,S,A,F,1418.8421
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,EUR,A,A,3,C,2011,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,EUR,A,A,3,C,2012,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,EUR,A,A,3,C,2013,K,S,A,F,8821.353601
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,EUR,A,A,3,C,2014,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,EUR,A,A,3,C,2015,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,EUR,A,A,3,C,2016,K,S,A,F,9093.099801
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,EUR,A,A,3,C,2017,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,EUR,A,A,3,C,2018,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,EUR,A,A,3,C,2019,K,S,A,F,17533.448421
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,TO1,A,A,3,C,1992,K,S,A,F,1389.834207
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,TO1,A,A,3,C,1993,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,TO1,A,A,3,C,1994,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,TO1,A,A,3,C,1995,K,S,A,F,1354.11764
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,TO1,A,A,3,C,1996,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,TO1,A,A,3,C,1997,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,TO1,A,A,3,C,1998,K,S,A,F,1526.278941
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,TO1,A,A,3,C,1999,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,TO1,A,A,3,C,2000,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,TO1,A,A,3,C,2001,K,S,A,F,5773.830519
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,TO1,A,A,3,C,2002,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,TO1,A,A,3,C,2003,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,TO1,A,A,3,C,2004,K,S,A,F,7076.316591
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,TO1,A,A,3,C,2005,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,TO1,A,A,3,C,2006,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,TO1,A,A,3,C,2007,K,S,A,F,19022.682026
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,TO1,A,A,3,C,2008,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,TO1,A,A,3,C,2009,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,TO1,A,A,3,C,2010,K,S,A,F,14867.015671
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,TO1,A,A,3,C,2011,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,TO1,A,A,3,C,2012,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,TO1,A,A,3,C,2013,K,S,A,F,28882.921544
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,TO1,A,A,3,C,2014,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,TO1,A,A,3,C,2015,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,TO1,A,A,3,C,2016,K,S,A,F,26041.587291
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,TO1,A,A,3,C,2017,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,TO1,A,A,3,C,2018,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,TO1,A,A,3,C,2019,K,S,A,F,57087.81428
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,USD,A,A,3,C,1992,K,S,A,F,1020.578942
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,USD,A,A,3,C,1993,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,USD,A,A,3,C,1994,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,USD,A,A,3,C,1995,K,S,A,F,739.882345
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,USD,A,A,3,C,1996,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,USD,A,A,3,C,1997,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,USD,A,A,3,C,1998,K,S,A,F,1053.094728
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,USD,A,A,3,C,1999,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,USD,A,A,3,C,2000,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,USD,A,A,3,C,2001,K,S,A,F,1493.944438
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,USD,A,A,3,C,2002,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,USD,A,A,3,C,2003,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,USD,A,A,3,C,2004,K,S,A,F,857.008357
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,USD,A,A,3,C,2005,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,USD,A,A,3,C,2006,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,USD,A,A,3,C,2007,K,S,A,F,2477.333327
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,USD,A,A,3,C,2008,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,USD,A,A,3,C,2009,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,USD,A,A,3,C,2010,K,S,A,F,2062.078939
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,USD,A,A,3,C,2011,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,USD,A,A,3,C,2012,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,USD,A,A,3,C,2013,K,S,A,F,16020.208067
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,USD,A,A,3,C,2014,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,USD,A,A,3,C,2015,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,USD,A,A,3,C,2016,K,S,A,F,13935.025367
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,USD,A,A,3,C,2017,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,USD,A,A,3,C,2018,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NOK,USD,A,A,3,C,2019,K,S,A,F,33595.902034
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,JPY,A,A,3,C,1992,K,S,A,F,14.4464
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,JPY,A,A,3,C,1993,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,JPY,A,A,3,C,1994,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,JPY,A,A,3,C,1995,K,S,A,F,38.499994
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,JPY,A,A,3,C,1996,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,JPY,A,A,3,C,1997,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,JPY,A,A,3,C,1998,K,S,A,F,21.35
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,JPY,A,A,3,C,1999,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,JPY,A,A,3,C,2000,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,JPY,A,A,3,C,2001,K,S,A,F,41.388886
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,JPY,A,A,3,C,2002,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,JPY,A,A,3,C,2003,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,JPY,A,A,3,C,2004,K,S,A,F,19.830853
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,JPY,A,A,3,C,2005,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,JPY,A,A,3,C,2006,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,JPY,A,A,3,C,2007,K,S,A,F,56.802212
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,JPY,A,A,3,C,2008,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,JPY,A,A,3,C,2009,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,JPY,A,A,3,C,2010,K,S,A,F,1649.916036
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,JPY,A,A,3,C,2011,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,JPY,A,A,3,C,2012,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,JPY,A,A,3,C,2013,K,S,A,F,2333.558413
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,JPY,A,A,3,C,2014,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,JPY,A,A,3,C,2015,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,JPY,A,A,3,C,2016,K,S,A,F,2496.013056
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,JPY,A,A,3,C,2017,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,JPY,A,A,3,C,2018,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,JPY,A,A,3,C,2019,K,S,A,F,3399.711794
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,TO1,A,A,3,C,1992,K,S,A,F,914.092525
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,TO1,A,A,3,C,1993,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,TO1,A,A,3,C,1994,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,TO1,A,A,3,C,1995,K,S,A,F,1506.977727
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,TO1,A,A,3,C,1996,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,TO1,A,A,3,C,1997,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,TO1,A,A,3,C,1998,K,S,A,F,1274.825
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,TO1,A,A,3,C,1999,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,TO1,A,A,3,C,2000,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,TO1,A,A,3,C,2001,K,S,A,F,1911.647734
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,TO1,A,A,3,C,2002,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,TO1,A,A,3,C,2003,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,TO1,A,A,3,C,2004,K,S,A,F,8564.265916
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,TO1,A,A,3,C,2005,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,TO1,A,A,3,C,2006,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,TO1,A,A,3,C,2007,K,S,A,F,22861.596692
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,TO1,A,A,3,C,2008,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,TO1,A,A,3,C,2009,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,TO1,A,A,3,C,2010,K,S,A,F,20074.283909
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,TO1,A,A,3,C,2011,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,TO1,A,A,3,C,2012,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,TO1,A,A,3,C,2013,K,S,A,F,39660.724386
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,TO1,A,A,3,C,2014,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,TO1,A,A,3,C,2015,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,TO1,A,A,3,C,2016,K,S,A,F,32000.324745
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,TO1,A,A,3,C,2017,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,TO1,A,A,3,C,2018,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,TO1,A,A,3,C,2019,K,S,A,F,58707.699242
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,USD,A,A,3,C,1992,K,S,A,F,811.457175
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,USD,A,A,3,C,1993,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,USD,A,A,3,C,1994,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,USD,A,A,3,C,1995,K,S,A,F,1256.149992
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,USD,A,A,3,C,1996,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,USD,A,A,3,C,1997,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,USD,A,A,3,C,1998,K,S,A,F,1081.175
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,USD,A,A,3,C,1999,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,USD,A,A,3,C,2000,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,USD,A,A,3,C,2001,K,S,A,F,627.333328
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,USD,A,A,3,C,2002,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,USD,A,A,3,C,2003,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,USD,A,A,3,C,2004,K,S,A,F,1033.349959
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,USD,A,A,3,C,2005,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,USD,A,A,3,C,2006,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,USD,A,A,3,C,2007,K,S,A,F,1486.592232
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,USD,A,A,3,C,2008,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,USD,A,A,3,C,2009,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,USD,A,A,3,C,2010,K,S,A,F,1366.711742
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,USD,A,A,3,C,2011,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,USD,A,A,3,C,2012,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,USD,A,A,3,C,2013,K,S,A,F,29348.087392
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,USD,A,A,3,C,2014,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,USD,A,A,3,C,2015,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,USD,A,A,3,C,2016,K,S,A,F,22057.257626
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,USD,A,A,3,C,2017,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,USD,A,A,3,C,2018,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,NZD,USD,A,A,3,C,2019,K,S,A,F,45011.535676
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,EUR,A,A,3,C,2001,K,S,A,F,109.65
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,EUR,A,A,3,C,2002,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,EUR,A,A,3,C,2003,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,EUR,A,A,3,C,2004,K,S,A,F,407.857136
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,EUR,A,A,3,C,2005,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,EUR,A,A,3,C,2006,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,EUR,A,A,3,C,2007,K,S,A,F,989.55
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,EUR,A,A,3,C,2008,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,EUR,A,A,3,C,2009,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,EUR,A,A,3,C,2010,K,S,A,F,1173.261899
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,EUR,A,A,3,C,2011,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,EUR,A,A,3,C,2012,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,EUR,A,A,3,C,2013,K,S,A,F,6535.787741
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,EUR,A,A,3,C,2014,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,EUR,A,A,3,C,2015,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,EUR,A,A,3,C,2016,K,S,A,F,5299.267102
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,EUR,A,A,3,C,2017,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,EUR,A,A,3,C,2018,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,EUR,A,A,3,C,2019,K,S,A,F,6692.634329
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,TO1,A,A,3,C,1998,K,S,A,F,504.190476
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,TO1,A,A,3,C,1999,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,TO1,A,A,3,C,2000,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,TO1,A,A,3,C,2001,K,S,A,F,1326.524844
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,TO1,A,A,3,C,2002,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,TO1,A,A,3,C,2003,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,TO1,A,A,3,C,2004,K,S,A,F,1864.917724
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,TO1,A,A,3,C,2005,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,TO1,A,A,3,C,2006,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,TO1,A,A,3,C,2007,K,S,A,F,10509.19425
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,TO1,A,A,3,C,2008,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,TO1,A,A,3,C,2009,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,TO1,A,A,3,C,2010,K,S,A,F,9366.381226
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,TO1,A,A,3,C,2011,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,TO1,A,A,3,C,2012,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,TO1,A,A,3,C,2013,K,S,A,F,16201.868984
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,TO1,A,A,3,C,2014,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,TO1,A,A,3,C,2015,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,TO1,A,A,3,C,2016,K,S,A,F,12704.507176
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,TO1,A,A,3,C,2017,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,TO1,A,A,3,C,2018,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,TO1,A,A,3,C,2019,K,S,A,F,17519.484617
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,USD,A,A,3,C,1998,K,S,A,F,324.357142
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,USD,A,A,3,C,1999,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,USD,A,A,3,C,2000,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,USD,A,A,3,C,2001,K,S,A,F,803.825
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,USD,A,A,3,C,2002,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,USD,A,A,3,C,2003,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,USD,A,A,3,C,2004,K,S,A,F,792.499994
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,USD,A,A,3,C,2005,K,S,M,F,
BIS:BIS_DER(1.0),A,U,A,B,5J,A,1E,A,PLN,USD,A,A,3,C,2006,K,S,M,F,
